timestamp,session_id,voltage_mv,label
0,session_0_0,0.024835707650561634,0
1,session_0_0,0.0005902551482534768,0
2,session_0_0,0.04738967738003408,0
3,session_0_0,0.0986551440669451,0
4,session_0_0,0.01828931498839605,0
5,session_0_0,0.02577671240620036,0
6,session_0_0,0.12392233547538703,0
7,session_0_0,0.09080143928880037,0
8,session_0_0,0.03641218339850032,0
9,session_0_0,0.09445661717923978,0
10,session_0_0,0.05158527884993869,0
11,session_0_0,0.05888038764913025,0
12,session_0_0,0.10165719504198857,0
13,session_0_0,0.001267104786176046,0
14,session_0_0,0.01803543003133866,0
15,session_0_0,0.08349366349540113,0
16,session_0_0,0.06826806577332792,0
17,session_0_0,0.14189678931541586,0
18,session_0_0,0.08802960043069002,0
19,session_0_0,0.07003194924970967,0
20,session_0_0,0.221114226192238,0
21,session_0_0,0.1436943313370707,0
22,session_0_0,0.1654760097608603,0
23,session_0_0,0.09794213515640397,0
24,session_0_0,0.14900225040510978,0
25,session_0_0,0.18876966953451016,0
26,session_0_0,0.1326347488173189,0
27,session_0_0,0.2158873827292349,0
28,session_0_0,0.17394420983296394,0
29,session_0_0,0.19621917965688387,0
30,session_0_0,0.18749878190724953,0
31,session_0_0,0.3169292626176182,0
32,session_0_0,0.23032121251359874,0
33,session_0_0,0.18473922250776625,0
34,session_0_0,0.2853271916915521,0
35,session_0_0,0.18967794177685313,0
36,session_0_0,0.26762701479216205,0
37,session_0_0,0.1656061164289384,0
38,session_0_0,0.20352674185598002,0
39,session_0_0,0.2860647325222369,0
40,session_0_0,0.319368415251632,0
41,session_0_0,0.2971733032861376,0
42,session_0_0,0.2889172782170749,0
43,session_0_0,0.2856729381246447,0
44,session_0_0,0.23276272368232503,0
45,session_0_0,0.2765882403319792,0
46,session_0_0,0.2953697400912694,0
47,session_0_0,0.3770073071118479,0
48,session_0_0,0.34700862180339814,0
49,session_0_0,0.2472779269740702,0
50,session_0_0,0.3571608147834027,0
51,session_0_0,0.32715239329409945,0
52,session_0_0,0.31793228030108256,0
53,session_0_0,0.38765483990180577,0
54,session_0_0,0.4138332268553354,0
55,session_0_0,0.4139778881822329,0
56,session_0_0,0.33050088826062884,0
57,session_0_0,0.36196514163520893,0
58,session_0_0,0.3988679238187728,0
59,session_0_0,0.4358748973892211,0
60,session_0_0,0.3678446354301053,0
61,session_0_0,0.38713786245960197,0
62,session_0_0,0.3456322442944871,0
63,session_0_0,0.34557654138297605,0
64,session_0_0,0.4503597416857454,0
65,session_0_0,0.4817997494200216,0
66,session_0_0,0.4145483006274553,0
67,session_0_0,0.4723923344480491,0
68,session_0_0,0.4442692818376055,0
69,session_0_0,0.3978072975410268,0
70,session_0_0,0.4519120109746652,0
71,session_0_0,0.5144252940947588,0
72,session_0_0,0.4393148594412032,0
73,session_0_0,0.5228216934675839,0
74,session_0_0,0.31698547388431614,0
75,session_0_0,0.4923501798795848,0
76,session_0_0,0.4587881015563965,0
77,session_0_0,0.4425637256577213,0
78,session_0_0,0.46507743528941103,0
79,session_0_0,0.3639825421587001,0
80,session_0_0,0.4551446263249403,0
81,session_0_0,0.48664610028365335,0
82,session_0_0,0.5452418435048956,0
83,session_0_0,0.4478841426668691,0
84,session_0_0,0.4357167765949108,0
85,session_0_0,0.45329017069209465,0
86,session_0_0,0.5262769541393786,0
87,session_0_0,0.4989650089153571,0
88,session_0_0,0.45795137313466266,0
89,session_0_0,0.5119055789752174,0
90,session_0_0,0.4927893968556616,0
91,session_0_0,0.5379511876864503,0
92,session_0_0,0.4558894523212541,0
93,session_0_0,0.4759715868358418,0
94,session_0_0,0.47400098507186217,0
95,session_0_0,0.4215711733880064,0
96,session_0_0,0.5105820353465808,0
97,session_0_0,0.5097462266586549,0
98,session_0_0,0.49775471166860946,0
99,session_0_0,0.4864632107525354,0
100,session_0_0,0.4280053555043976,0
101,session_0_0,0.4782106173284896,0
102,session_0_0,0.48246370854790865,0
103,session_0_0,0.4597296015655752,0
104,session_0_0,0.4919106348798706,0
105,session_0_0,0.5201963139180017,0
106,session_0_0,0.5942093076839408,0
107,session_0_0,0.5084225568595486,0
108,session_0_0,0.512252297870572,0
109,session_0_0,0.4952211250047668,0
110,session_0_0,0.4024611299796802,0
111,session_0_0,0.496418016876038,0
112,session_0_0,0.4999871387421811,0
113,session_0_0,0.6192577221470315,0
114,session_0_0,0.48548582543942387,0
115,session_0_0,0.509077990190206,0
116,session_0_0,0.4910505246977816,0
117,session_0_0,0.43302671565911954,0
118,session_0_0,0.5471655753998106,0
119,session_0_0,0.5260745396777302,0
120,session_0_0,0.5263729233149329,0
121,session_0_0,0.4395857487849615,0
122,session_0_0,0.5533193880621768,0
123,session_0_0,0.41110284818557896,0
124,session_0_0,0.5084456095436012,0
125,session_0_0,0.5864249856988639,0
126,session_0_0,0.4250674293430341,0
127,session_0_0,0.44386451174771585,0
128,session_0_0,0.4746407744218039,0
129,session_0_0,0.44185745453771097,0
130,session_0_0,0.3867659115512598,0
131,session_0_0,0.4648905078291878,0
132,session_0_0,0.40540651839982983,0
133,session_0_0,0.47915740192516026,0
134,session_0_0,0.40636006185435536,0
135,session_0_0,0.5265796125141755,0
136,session_0_0,0.40657070347184454,0
137,session_0_0,0.426180379614824,0
138,session_0_0,0.47940979213371526,0
139,session_0_0,0.37354237921450434,0
140,session_0_0,0.4427122651499463,0
141,session_0_0,0.49285293288117493,0
142,session_0_0,0.3431818791807471,0
143,session_0_0,0.4287525858867842,0
144,session_0_0,0.4283853998333768,0
145,session_0_0,0.45025921605983094,0
146,session_0_0,0.3450047456165938,0
147,session_0_0,0.3364220275419223,0
148,session_0_0,0.4240438745026755,0
149,session_0_0,0.4082083419569943,0
150,session_0_0,0.40120747017733815,0
151,session_0_0,0.40124141798713564,0
152,session_0_0,0.3450674846851979,0
153,session_0_0,0.3857457446597502,0
154,session_0_0,0.3837667599041633,0
155,session_0_0,0.32829250976730384,0
156,session_0_0,0.4521137679620979,0
157,session_0_0,0.3772508352727327,0
158,session_0_0,0.28864853225575104,0
159,session_0_0,0.3756174804172869,0
160,session_0_0,0.2885546059023847,0
161,session_0_0,0.37106584455277536,0
162,session_0_0,0.3839896098657661,0
163,session_0_0,0.2793004960453854,0
164,session_0_0,0.3627060534097979,0
165,session_0_0,0.32930808790406135,0
166,session_0_0,0.3438343254344036,0
167,session_0_0,0.3915650610124256,0
168,session_0_0,0.2783832717479451,0
169,session_0_0,0.2468276739288305,0
170,session_0_0,0.23383648664445,0
171,session_0_0,0.2312567381188757,0
172,session_0_0,0.2618659403994999,0
173,session_0_0,0.27639255217442,0
